"","journal","ISSN"
"1533","INTERNATIONAL_JOURNAL_OF_MANAGEMENT_REVIEWS","1460-8545"
"1534","WORLD_BANK_RESEARCH_OBSERVER","0257-3032"
"1535","FOOD_RESEARCH_INTERNATIONAL","0963-9969"
"1536","FRONTIERS_OF_MEDICINE","2095-0217"
"1537","IEEE_TRANSACTIONS_ON_SERVICES_COMPUTING","1939-1374"
"1538","IEEE_VEHICULAR_TECHNOLOGY_MAGAZINE","1556-6072"
"1539","INFORMATION_SCIENCES","0020-0255"
"1540","JAMA_OPHTHALMOLOGY","2168-6165"
"1541","JOURNAL_OF_HYPERBOLIC_DIFFERENTIAL_EQUATIONS","0219-8916"
"1542","JOURNAL_OF_ICHTHYOLOGY","0032-9452"
"1543","JOURNAL_OF_INFRARED_AND_MILLIMETER_WAVES","1001-9014"
"1544","JOURNAL_OF_LOGIC_AND_COMPUTATION","0955-792X"
"1545","JOURNAL_OF_MEDICAL_PRIMATOLOGY","0047-2565"
"1546","JOURNAL_OF_MINERALOGICAL_AND_PETROLOGICAL_SCIENCES","1345-6296"
"1547","JOURNAL_OF_NONLINEAR_MATHEMATICAL_PHYSICS","1402-9251"
"1548","JOURNAL_OF_NUMBER_THEORY","0022-314X"
"1549","JOURNAL_OF_SWINE_HEALTH_AND_PRODUCTION","1537-209X"
"1550","JOURNAL_OF_SYMBOLIC_COMPUTATION","0747-7171"
"1551","JOURNAL_OF_SYMPLECTIC_GEOMETRY","1527-5256"
"1552","JOURNAL_OF_THE_AMERICAN_PODIATRIC_MEDICAL_ASSOCIATION","8750-7315"
"1553","JOURNAL_OF_THE_AUSTRALIAN_MATHEMATICAL_SOCIETY","1446-7887"
"1554","JOURNAL_OF_THE_CHEMICAL_SOCIETY_OF_PAKISTAN","0253-5106"
"1555","JOURNAL_OF_THE_MATHEMATICAL_SOCIETY_OF_JAPAN","0025-5645"
"1556","JOURNAL_OF_VOLCANOLOGY_AND_SEISMOLOGY","0742-0463"
"1557","JOURNAL_OF_ZOO_AND_WILDLIFE_MEDICINE","1042-7260"
"1558","KOVOVE_MATERIALY-METALLIC_MATERIALS","0023-432X"
"1559","MAGNETOHYDRODYNAMICS","0024-998X"
"1560","MECHANICS_OF_SOLIDS","0025-6544"
"1561","JOURNAL_OF_RAPTOR_RESEARCH","0892-1016"
"1562","JOURNAL_OF_SPINAL_CORD_MEDICINE","1079-0268"
"1563","JOURNAL_OF_SPORT_REHABILITATION","1056-6716"
"1564","JOURNAL_OF_SPORTS_MEDICINE_AND_PHYSICAL_FITNESS","0022-4707"
"1565","JOURNAL_OF_THE_AMERICAN_ASSOCIATION_FOR_LABORATORY_ANIMAL_SCIENCE","1559-6109"
"1566","JOURNAL_OF_THE_PHYSICAL_SOCIETY_OF_JAPAN","0031-9015"
"1567","CONSERVATION_&_SOCIETY","0972-4923"
"1568","ERDE","0013-9998"
"1569","ACTA_AGRICULTURAE_SCANDINAVICA_SECTION_B-SOIL_AND_PLANT_SCIENCE","0906-4710"
"1570","ACTA_MONTANISTICA_SLOVACA","1335-1788"
"1571","ANNALS_OF_SAUDI_MEDICINE","0256-4947"
"1572","AQUATIC_INVASIONS","1798-6540"
"1573","BANGLADESH_JOURNAL_OF_PHARMACOLOGY","1991-007X"
"1574","CHINA_FOUNDRY","1672-6421"
"1575","DESIGNED_MONOMERS_AND_POLYMERS","1385-772X"
"1576","GERIATRIC_ORTHOPAEDIC_SURGERY_&_REHABILITATION","2151-4585"
"1577","IET_COMMUNICATIONS","1751-8628"
"1578","IET_OPTOELECTRONICS","1751-8768"
"1579","IET_SOFTWARE","1751-8806"
"1580","JOURNAL_OF_INTERNATIONAL_MEDICAL_RESEARCH","0300-0605"
"1581","APPLIED_COMPUTATIONAL_INTELLIGENCE_AND_SOFT_COMPUTING","1687-9724"
"1582","DEMOCRATIC_THEORY-AN_INTERDISCIPLINARY_JOURNAL","2332-8894"
"1583","EARTH_AND_PLANETARY_PHYSICS","2096-3955"
"1584","GASTROENTEROLOGY_INSIGHTS","2036-7414"
"1585","HEALTHCARE_INFORMATICS_RESEARCH","2093-3681"
"1586","INDIAN_JOURNAL_OF_ANAESTHESIA","0019-5049"
"1587","INTERNATIONAL_JOURNAL_OF_INDUSTRIAL_ENGINEERING_AND_MANAGEMENT","2217-2661"
"1588","JOURNAL_OF_TOXICOLOGY","1687-8191"
"1589","LABORATORY_ANIMAL_RESEARCH","1738-6055"
"1590","TROPICAL_CYCLONE_RESEARCH_AND_REVIEW","2225-6032"
"1591","TUBERCULOSIS_AND_RESPIRATORY_DISEASES","1738-3536"
"1592","VASCULAR_HEALTH_AND_RISK_MANAGEMENT","1176-6344"
"1593","CYBERPSYCHOLOGY-JOURNAL_OF_PSYCHOSOCIAL_RESEARCH_ON_CYBERSPACE","1802-7962"
"1594","ANNALS_OF_GLOBAL_HEALTH","2214-9996"
"1595","AOB_PLANTS","2041-2851"
"1596","BMC_ORAL_HEALTH","1472-6831"
"1597","BMJ_OPEN","2044-6055"
"1598","EATING_AND_WEIGHT_DISORDERS-STUDIES_ON_ANOREXIA_BULIMIA_AND_OBESITY","1124-4909"
"1599","ENVIRONMENTAL_RESEARCH_COMMUNICATIONS","2515-7620"
"1600","FRONTIERS_IN_HUMAN_NEUROSCIENCE","1662-5161"
"1601","RELIABILITY_ENGINEERING_&_SYSTEM_SAFETY","0951-8320"
"1602","SCIENCE_CHINA-MATERIALS","2095-8226"
"1603","WASTE_MANAGEMENT","0956-053X"
"1604","CURRENT_OPINION_IN_ENVIRONMENTAL_SCIENCE_&_HEALTH","2468-5844"
"1605","JOURNAL_OF_SCIENCE-ADVANCED_MATERIALS_AND_DEVICES","2468-2284"
"1606","INTERNATIONAL_JOURNAL_OF_NANOMEDICINE","1178-2013"
"1607","WEATHER_AND_CLIMATE_EXTREMES","2212-0947"
"1608","CURRENT_ISSUES_IN_TOURISM","1368-3500"
"1609","INTERNATIONAL_JOURNAL_OF_MENTAL_HEALTH_AND_ADDICTION","1557-1874"
"1610","INTERNATIONAL_JOURNAL_OF_PROJECT_MANAGEMENT","0263-7863"
"1611","JOURNAL_OF_FINANCE","0022-1082"
"1612","REVIEW_OF_ECONOMICS_AND_STATISTICS","0034-6535"
"1613","ANNUAL_REVIEW_OF_ANALYTICAL_CHEMISTRY","1936-1327"
"1614","ARCHIVOS_DE_BRONCONEUMOLOGIA","0300-2896"
"1615","BULLETIN_OF_THE_AMERICAN_METEOROLOGICAL_SOCIETY","0003-0007"
"1616","CELLULAR_AND_MOLECULAR_LIFE_SCIENCES","1420-682X"
"1617","COMPOSITES_COMMUNICATIONS","2452-2139"
"1618","DIABETES-METABOLISM_RESEARCH_AND_REVIEWS","1520-7552"
"1619","ENGINEERING_APPLICATIONS_OF_ARTIFICIAL_INTELLIGENCE","0952-1976"
"1620","EUROPEAN_JOURNAL_OF_INTERNAL_MEDICINE","0953-6205"
"1621","METRIKA","0026-1335"
"1622","MILITARY_OPERATIONS_RESEARCH","1082-5983"
"1623","MOLECULAR_CRYSTALS_AND_LIQUID_CRYSTALS","1542-1406"
"1624","M_S-MEDECINE_SCIENCES","0767-0974"
"1625","NEPHROLOGIE_&_THERAPEUTIQUE","1769-7255"
"1626","NEUROENDOCRINOLOGY_LETTERS","0172-780X"
"1627","NORTH-WESTERN_JOURNAL_OF_ZOOLOGY","1584-9074"
"1628","NOTRE_DAME_JOURNAL_OF_FORMAL_LOGIC","0029-4527"
"1629","OPERATIVE_ORTHOPADIE_UND_TRAUMATOLOGIE","0934-6694"
"1630","PACIFIC_SCIENCE","0030-8870"
"1631","PEDIATRIC_NEUROSURGERY","1016-2291"
"1632","PERIODICO_DI_MINERALOGIA","0369-8963"
"1633","PHARMACOGNOSY_MAGAZINE","0973-1296"
"1634","PLASTIC_SURGERY","2292-5503"
"1635","PROCEEDINGS_OF_THE_EDINBURGH_MATHEMATICAL_SOCIETY","0013-0915"
"1636","PROGRAMMING_AND_COMPUTER_SOFTWARE","0361-7688"
"1637","PROGRESS_IN_COMPUTATIONAL_FLUID_DYNAMICS","1468-4349"
"1638","PROGRESS_IN_REACTION_KINETICS_AND_MECHANISM","1468-6783"
"1639","PURE_AND_APPLIED_MATHEMATICS_QUARTERLY","1558-8599"
"1640","QUAESTIONES_MATHEMATICAE","1607-3606"
"1641","JOURNAL_OF_KOREAN_NEUROSURGICAL_SOCIETY","2005-3711"
"1642","JOURNAL_OF_LIMNOLOGY","1129-5767"
"1643","JOURNAL_OF_RESEARCH_IN_MEDICAL_SCIENCES","1735-1995"
"1644","MEDICINE","0025-7974"
"1645","MOUNTAIN_RESEARCH_AND_DEVELOPMENT","0276-4741"
"1646","NATURE_CONSERVATION-BULGARIA","1314-6947"
"1647","ORAL_HEALTH_&_PREVENTIVE_DENTISTRY","1602-1622"
"1648","POLIMERY","0032-2725"
"1649","SHOCK_AND_VIBRATION","1070-9622"
"1650","WATER_POLICY","1366-7017"
"1651","CENTRAL_EUROPEAN_FORESTRY_JOURNAL","2454-034X"
"1652","COMMUNICATIONS_IN_COMBINATORICS_AND_OPTIMIZATION","2538-2128"
"1653","CONSTRUCTION_ECONOMICS_AND_BUILDING","1835-6354"
"1654","CURRENT_UROLOGY","1661-7649"
"1655","ENVIRONMENTAL_HEALTH_ENGINEERING_AND_MANAGEMENT_JOURNAL","2423-3765"
"1656","FME_TRANSACTIONS","1451-2092"
"1657","INTERNATIONAL_JOURNAL_OF_DIFFERENTIAL_EQUATIONS","1687-9643"
"1658","INTERNATIONAL_JOURNAL_OF_GEO-ENGINEERING","2092-9196"
"1659","INTERNATIONAL_JOURNAL_OF_OPTIMIZATION_AND_CONTROL-THEORIES_&_APPLICATIONS-IJOCTA","2146-0957"
"1660","INTERNATIONAL_JOURNAL_OF_YOGA","0973-6131"
"1661","FRONTIERS_IN_NEUROANATOMY","1662-5129"
"1662","HEALTH_PROMOTION_AND_CHRONIC_DISEASE_PREVENTION_IN_CANADA-RESEARCH_POLICY_AND_PRACTICE","2368-738X"
"1663","IRISH_VETERINARY_JOURNAL","0368-0762"
"1664","JOURNAL_OF_ENGINEERED_FIBERS_AND_FABRICS","1558-9250"
"1665","PARASITE","1252-607X"
"1666","BREAST_CANCER-BASIC_AND_CLINICAL_RESEARCH","1178-2234"
"1667","INTEGRATED_PHARMACY_RESEARCH_AND_PRACTICE","2230-5254"
"1668","JOURNAL_OF_OPHTHALMIC_INFLAMMATION_AND_INFECTION","1869-5760"
"1669","LOCAL_AND_REGIONAL_ANESTHESIA","1178-7112"
"1670","SCIENTIFIC_AFRICAN","2468-2276"
"1671","STEM_CELLS_AND_CLONING-ADVANCES_AND_APPLICATIONS","1178-6957"
"1672","ADDICTION_RESEARCH_&_THEORY","1606-6359"
"1673","AFRICAN_DEVELOPMENT_REVIEW-REVUE_AFRICAINE_DE_DEVELOPPEMENT","1017-6772"
"1674","AGGRESSIVE_BEHAVIOR","0096-140X"
"1675","AMERICAN_JOURNAL_OF_CULTURAL_SOCIOLOGY","2049-7113"
"1676","AMERICAN_JOURNAL_OF_HUMAN_BIOLOGY","1042-0533"
"1677","AMERICAN_JOURNAL_OF_OCCUPATIONAL_THERAPY","0272-9490"
"1678","ASIA_PACIFIC_BUSINESS_REVIEW","1360-2381"
"1679","CHILD_PSYCHIATRY_&_HUMAN_DEVELOPMENT","0009-398X"
"1680","COGNITIVE_AND_BEHAVIORAL_PRACTICE","1077-7229"
"1681","FOOD_PACKAGING_AND_SHELF_LIFE","2214-2894"
"1682","HEPATOBILIARY_SURGERY_AND_NUTRITION","2304-3881"
"1683","HLA","2059-2302"
"1684","INTERNATIONAL_JOURNAL_OF_NEURAL_SYSTEMS","0129-0657"
"1685","JOURNAL_OF_CROHNS_&_COLITIS","1873-9946"
"1686","MUCOSAL_IMMUNOLOGY","1933-0219"
"1687","ONCOGENE","0950-9232"
"1688","PATTERN_RECOGNITION","0031-3203"
"1689","PEDIATRICS","0031-4005"
"1690","PROTEIN_SCIENCE","0961-8368"
"1691","SUSTAINABLE_ENERGY_TECHNOLOGIES_AND_ASSESSMENTS","2213-1388"
"1692","ASTROPHYSICAL_JOURNAL_LETTERS","2041-8205"
"1693","FACTA_UNIVERSITATIS-SERIES_MECHANICAL_ENGINEERING","0354-2025"
"1694","JOURNAL_OF_TRAFFIC_AND_TRANSPORTATION_ENGINEERING-ENGLISH_EDITION","2095-7564"
"1695","DIGITAL_COMMUNICATIONS_AND_NETWORKS","2468-5925"
"1696","IMMUNITY_&_AGEING","1742-4933"
"1697","MICROSYSTEMS_&_NANOENGINEERING","2055-7434"
"1698","PHOTOACOUSTICS","2213-5979"
"1699","BRITISH_JOURNAL_OF_HEALTH_PSYCHOLOGY","1359-107X"
"1700","ENVIRONMENTAL_IMPACT_ASSESSMENT_REVIEW","0195-9255"
"1701","QUARTERLY_JOURNAL_OF_MATHEMATICS","0033-5606"
"1702","RADIOLOGIE","2731-7048"
"1703","RAMANUJAN_JOURNAL","1382-4090"
"1704","REVISTA_BRASILEIRA_DE_PALEONTOLOGIA","1519-7530"
"1705","REVISTA_ROMANA_DE_MATERIALE-ROMANIAN_JOURNAL_OF_MATERIALS","1583-3186"
"1706","REVUE_ROUMAINE_DES_SCIENCES_TECHNIQUES-SERIE_ELECTROTECHNIQUE_ET_ENERGETIQUE","0035-4066"
"1707","ROMANIAN_AGRICULTURAL_RESEARCH","1222-4227"
"1708","RUSSIAN_JOURNAL_OF_DEVELOPMENTAL_BIOLOGY","1062-3604"
"1709","RUSSIAN_JOURNAL_OF_HERPETOLOGY","1026-2296"
"1710","RUSSIAN_JOURNAL_OF_PHYSICAL_CHEMISTRY_A","0036-0244"
"1711","RUSSIAN_METEOROLOGY_AND_HYDROLOGY","1068-3739"
"1712","SCHWEIZER_ARCHIV_FUR_TIERHEILKUNDE","0036-7281"
"1713","SCOTTISH_JOURNAL_OF_GEOLOGY","0036-9276"
"1714","SEMICONDUCTORS","1063-7826"
"1715","SEMIGROUP_FORUM","0037-1912"
"1716","SOLID_FUEL_CHEMISTRY","0361-5219"
"1717","SOLVENT_EXTRACTION_RESEARCH_AND_DEVELOPMENT-JAPAN","1341-7215"
"1718","SPECTROSCOPY_AND_SPECTRAL_ANALYSIS","1000-0593"
"1719","SPORTVERLETZUNG-SPORTSCHADEN","0932-0555"
"1720","STOCHASTIC_MODELS","1532-6349"
"1721","JOURNAL_OF_EASTERN_EUROPEAN_AND_CENTRAL_ASIAN_RESEARCH","2328-8272"
"1722","JOURNAL_OF_GLOBAL_INFECTIOUS_DISEASES","0974-777X"
"1723","JOURNAL_OF_INFORMATION_AND_COMMUNICATION_TECHNOLOGY-MALAYSIA","1675-414X"
"1724","LUNG_INDIA","0970-2113"
"1725","REVISTA_COMPLUTENSE_DE_EDUCACION","1130-2496"
"1726","REVISTA_DE_GASTROENTEROLOGIA_DE_MEXICO","0375-0906"
"1727","SCANDINAVIAN_JOURNAL_OF_PAIN","1877-8860"
"1728","SLEEP_SCIENCE","1984-0659"
"1729","USPEKHI_FIZIKI_METALLOV-PROGRESS_IN_PHYSICS_OF_METALS","1608-1021"
"1730","VETERINARY_WORLD","0972-8988"
"1731","COMPTES_RENDUS_CHIMIE","1631-0748"
"1732","HIV_RESEARCH_&_CLINICAL_PRACTICE","2578-7489"
"1733","JOURNAL_OF_INEQUALITIES_AND_APPLICATIONS","1029-242X"
"1734","JOURNAL_OF_ORTHOPAEDIC_SURGERY","1022-5536"
"1735","PRIMARY_HEALTH_CARE_RESEARCH_AND_DEVELOPMENT","1463-4236"
"1736","ACUTE_MEDICINE_&_SURGERY","2052-8817"
"1737","ADVANCEMENTS_IN_LIFE_SCIENCES","2310-5380"
"1738","AUSTRALIAN_JOURNAL_OF_INDIGENOUS_EDUCATION","1326-0111"
"1739","COGENT_EDUCATION","2331-186X"
"1740","DRUG_HEALTHCARE_AND_PATIENT_SAFETY","1179-1365"
"1741","COLUMBIA_LAW_REVIEW","0010-1958"
"1742","COMPUTER_LAW_&_SECURITY_REVIEW","0267-3649"
"1743","EARLY_EDUCATION_AND_DEVELOPMENT","1040-9289"
"1744","ENERGY_JOURNAL","0195-6574"
"1745","ENVIRONMENT_AND_PLANNING_E-NATURE_AND_SPACE","2514-8486"
"1746","EUROPEAN_JOURNAL_OF_CARDIOVASCULAR_NURSING","1474-5151"
"1747","EVALUATION_&_THE_HEALTH_PROFESSIONS","0163-2787"
"1748","GEOPOLITICS","1465-0045"
"1749","GOVERNANCE-AN_INTERNATIONAL_JOURNAL_OF_POLICY_ADMINISTRATION_AND_INSTITUTIONS","0952-1895"
"1750","HOUSING_POLICY_DEBATE","1051-1482"
"1751","INTERNATIONAL_JOURNAL_OF_FINANCE_&_ECONOMICS","1076-9307"
"1752","INTERNATIONAL_JOURNAL_OF_URBAN_SCIENCES","1226-5934"
"1753","JOURNALISM","1464-8849"
"1754","JOURNAL_OF_APPLIED_BEHAVIOR_ANALYSIS","0021-8855"
"1755","JOURNAL_OF_BUSINESS_FINANCE_&_ACCOUNTING","0306-686X"
"1756","JOURNAL_OF_CAREER_DEVELOPMENT","0894-8453"
"1757","JOURNAL_OF_DEVELOPMENT_STUDIES","0022-0388"
"1758","JOURNAL_OF_ECONOMIC_GEOGRAPHY","1468-2702"
"1759","JOURNAL_OF_ETHNOBIOLOGY","0278-0771"
"1760","JOURNAL_OF_EUROPEAN_INTEGRATION","0703-6337"
"1761","INTERNATIONAL_JOURNAL_OF_FORECASTING","0169-2070"
"1762","JOURNAL_OF_COMMUNICATION","0021-9916"
"1763","BIO-DESIGN_AND_MANUFACTURING","2096-5524"
"1764","BUSINESS_&_INFORMATION_SYSTEMS_ENGINEERING","2363-7005"
"1765","COMPUTERS_&_INDUSTRIAL_ENGINEERING","0360-8352"
"1766","IEEE_TRANSACTIONS_ON_MOBILE_COMPUTING","1536-1233"
"1767","PHYTOMEDICINE","0944-7113"
"1768","SOFT_ROBOTICS","2169-5172"
"1769","SOLAR_RRL","2367-198X"
"1770","JOURNAL_OF_INTERNATIONAL_BUSINESS_POLICY","2522-0691"
"1771","EUROPEAN_PSYCHIATRY","0924-9338"
"1772","AGING_CELL","1474-9718"
"1773","JOURNAL_OF_BEHAVIORAL_ADDICTIONS","2062-5871"
"1774","GOVERNMENT_INFORMATION_QUARTERLY","0740-624X"
"1775","JOURNAL_OF_OPERATIONS_MANAGEMENT","0272-6963"
"1776","JOURNAL_OF_PUBLIC_POLICY_&_MARKETING","0743-9156"
"1777","TOURISM_REVIEW","1660-5373"
"1778","CHAOS_SOLITONS_&_FRACTALS","0960-0779"
"1779","CURRENT_OPINION_IN_CHEMICAL_BIOLOGY","1367-5931"
"1780","IEEE_TRANSACTIONS_ON_ROBOTICS","1552-3098"
"1781","STRENGTH_OF_MATERIALS","0039-2316"
"1782","STUDIA_LOGICA","0039-3215"
"1783","STUDIA_SCIENTIARUM_MATHEMATICARUM_HUNGARICA","0081-6906"
"1784","TECHNICAL_PHYSICS","1063-7842"
"1785","TELOPEA","0312-9764"
"1786","THALASSAS","0212-5919"
"1787","TOPOLOGICAL_METHODS_IN_NONLINEAR_ANALYSIS","1230-3429"
"1788","TRANSFORMATION_GROUPS","1083-4362"
"1789","TURKISH_JOURNAL_OF_PEDIATRICS","0041-4301"
"1790","VIE_ET_MILIEU-LIFE_AND_ENVIRONMENT","0240-8759"
"1791","ZEITSCHRIFT_FUR_GEBURTSHILFE_UND_NEONATOLOGIE","0948-2393"
"1792","ZENTRALBLATT_FUR_CHIRURGIE","0044-409X"
"1793","ZOOLOGY_IN_THE_MIDDLE_EAST","0939-7140"
"1794","ACM_TRANSACTIONS_ON_COMPUTATION_THEORY","1942-3454"
"1795","ACOUSTICAL_SCIENCE_AND_TECHNOLOGY","1346-3969"
"1796","ACTA_MATHEMATICA_UNIVERSITATIS_COMENIANAE","0231-6986"
"1797","ACTA_MECHANICA_ET_AUTOMATICA","1898-4088"
"1798","ACTA_NEUROPSYCHOLOGICA","1730-7503"
"1799","AD_ALTA-JOURNAL_OF_INTERDISCIPLINARY_RESEARCH","1804-7890"
"1800","ADULTSPAN_JOURNAL","1524-6817"
"1801","EPJ_APPLIED_METAMATERIALS","2272-2394"
"1802","EUROPEAN_COUNTRYSIDE","1803-8417"
"1803","EUROPEAN_JOURNAL_OF_COMPARATIVE_ECONOMICS","1824-2979"
"1804","GMS_JOURNAL_FOR_MEDICAL_EDUCATION","2366-5017"
"1805","HEALTH_SERVICES_RESEARCH_AND_MANAGERIAL_EPIDEMIOLOGY","2333-3928"
"1806","INTERNATIONAL_JOURNAL_OF_MATHEMATICAL_ENGINEERING_AND_MANAGEMENT_SCIENCES","2455-7749"
"1807","JOURNAL_OF_GENERAL_AND_FAMILY_MEDICINE","2189-7948"
"1808","JOURNAL_OF_KIDNEY_CANCER_AND_VHL","2203-5826"
"1809","LEARNING_AND_TEACHING_IN_HIGHER_EDUCATION-GULF_PERSPECTIVES","2077-5504"
"1810","NONPROFIT_POLICY_FORUM","2194-6035"
"1811","PROBABILITY_SURVEYS","1549-5787"
"1812","RESEARCH_AND_REPORTS_IN_UROLOGY","2253-2447"
"1813","REVIEW_OF_ECONOMICS_AND_POLITICAL_SCIENCE","2356-9980"
"1814","REVISTA_DE_ARTES_MARCIALES_ASIATICAS","2174-0747"
"1815","SICOT-J","2426-8887"
"1816","STATISTICS_AND_PUBLIC_POLICY","2330-443X"
"1817","ADAPTIVE_BEHAVIOR","1059-7123"
"1818","ADVANCES_IN_NURSING_SCIENCE","0161-9268"
"1819","AFRICAN_ARCHAEOLOGICAL_REVIEW","0263-0338"
"1820","AFRICAN_STUDIES_REVIEW","0002-0206"
"1821","JOURNAL_OF_GEOGRAPHICAL_SYSTEMS","1435-5930"
"1822","JOURNAL_OF_THE_JAPANESE_AND_INTERNATIONAL_ECONOMIES","0889-1583"
"1823","LANGUAGE_ASSESSMENT_QUARTERLY","1543-4303"
"1824","LAW_&_SOCIETY_REVIEW","0023-9216"
"1825","LIBRARY_&_INFORMATION_SCIENCE_RESEARCH","0740-8188"
"1826","MANAGEMENT_AND_ORGANIZATION_REVIEW","1740-8776"
"1827","MANAGERIAL_AUDITING_JOURNAL","0268-6902"
"1828","MARINE_RESOURCE_ECONOMICS","0738-1360"
"1829","PHYSIOLOGY_&_BEHAVIOR","0031-9384"
"1830","RESOURCE_AND_ENERGY_ECONOMICS","0928-7655"
"1831","SOCIAL_PSYCHOLOGY_OF_EDUCATION","1381-2890"
"1832","SOCIAL_WORK","0037-8046"
"1833","SOCIOLOGY_OF_HEALTH_&_ILLNESS","0141-9889"
"1834","SOCIOLOGY-THE_JOURNAL_OF_THE_BRITISH_SOCIOLOGICAL_ASSOCIATION","0038-0385"
"1835","SPORT_EDUCATION_AND_SOCIETY","1357-3322"
"1836","TEACHER_EDUCATION_AND_SPECIAL_EDUCATION","0888-4064"
"1837","THEORY_AND_SOCIETY","0304-2421"
"1838","WORK_AND_OCCUPATIONS","0730-8884"
"1839","ADVANCED_COMPOSITE_MATERIALS","0924-3046"
"1840","AMERICAN_JOURNAL_OF_SCIENCE","0002-9599"
"1841","JOURNAL_OF_CELL_BIOLOGY","0021-9525"
"1842","MATERIALS_TODAY_SUSTAINABILITY","2589-2347"
"1843","NETWORK-COMPUTATION_IN_NEURAL_SYSTEMS","0954-898X"
"1844","NEURAL_NETWORKS","0893-6080"
"1845","PROCESS_SAFETY_AND_ENVIRONMENTAL_PROTECTION","0957-5820"
"1846","SEMINARS_IN_IMMUNOLOGY","1044-5323"
"1847","TRANSLATIONAL_RESEARCH","1931-5244"
"1848","WILEY_INTERDISCIPLINARY_REVIEWS-DATA_MINING_AND_KNOWLEDGE_DISCOVERY","1942-4787"
"1849","BRAIN_STIMULATION","1935-861X"
"1850","ELIFE","2050-084X"
"1851","EMBO_REPORTS","1469-221X"
"1852","JOURNAL_OF_CO2_UTILIZATION","2212-9820"
"1853","JOURNAL_OF_MANAGEMENT_INFORMATION_SYSTEMS","0742-1222"
"1854","NBER_MACROECONOMICS_ANNUAL","0889-3365"
"1855","ANNUAL_REVIEW_OF_CANCER_BIOLOGY","2472-3428"
"1856","ARCHIVES_OF_MEDICAL_RESEARCH","0188-4409"
"1857","COMPUTERS_IN_BIOLOGY_AND_MEDICINE","0010-4825"
"1858","CURRENT_OPINION_IN_BIOTECHNOLOGY","0958-1669"
"1859","DEUTSCHES_ARZTEBLATT_INTERNATIONAL","1866-0452"
"1860","DIABETES","0012-1797"
"1861","AFGHANISTAN","2399-357X"
"1862","ALTERNATIVE_LAW_JOURNAL","1037-969X"
"1863","AMERICAN_SOCIOLOGIST","0003-1232"
"1864","ANNALS_OF_ANTHROPOLOGICAL_PRACTICE","2153-957X"
"1865","ANNALS_OF_CORPORATE_GOVERNANCE","2381-6732"
"1866","AOTEAROA_NEW_ZEALAND_SOCIAL_WORK","2463-4131"
"1867","APPLICATIONS_AND_APPLIED_MATHEMATICS-AN_INTERNATIONAL_JOURNAL","1932-9466"
"1868","ARCHIVES_OF_PEDIATRIC_INFECTIOUS_DISEASES","2322-1828"
"1869","ART_&_PERCEPTION","2213-4905"
"1870","ARTS_AND_THE_MARKET","2056-4945"
"1871","ASIAN_CARDIOVASCULAR_&_THORACIC_ANNALS","0218-4923"
"1872","ASIAN_JOURNAL_OF_COMPARATIVE_POLITICS","2057-8911"
"1873","ASIAN_JOURNAL_OF_LAW_AND_ECONOMICS","2194-6086"
"1874","ASIASCAPE-DIGITAL_ASIA","2214-2304"
"1875","ATMOSPHERIC_AND_OCEANIC_OPTICS","1024-8560"
"1876","AUSTRALASIAN_JOURNAL_OF_LOGIC","1448-5052"
"1877","AUSTRALASIAN_JOURNAL_OF_SPECIAL_AND_INCLUSIVE_EDUCATION","2515-0731"
"1878","BMS-BULLETIN_OF_SOCIOLOGICAL_METHODOLOGY-BULLETIN_DE_METHODOLOGIE_SOCIOLOGIQUE","0759-1063"
"1879","BOLLETTINO_DELLA_UNIONE_MATEMATICA_ITALIANA","1972-6724"
"1880","BOYHOOD_STUDIES-AN_INTERDISCIPLINARY_JOURNAL","2375-9240"
"1881","ANNALS_OF_PUBLIC_AND_COOPERATIVE_ECONOMICS","1370-4788"
"1882","ANTHROZOOS","0892-7936"
"1883","APPLIED_ECONOMICS_LETTERS","1350-4851"
"1884","ASIA_EUROPE_JOURNAL","1610-2932"
"1885","AUSTRALASIAN_JOURNAL_ON_AGEING","1440-6381"
"1886","BIOSEMIOTICS","1875-1342"
"1887","BIOSOCIETIES","1745-8552"
"1888","CANADIAN_JOURNAL_OF_ECONOMICS-REVUE_CANADIENNE_D_ECONOMIQUE","0008-4085"
"1889","CHILD_ABUSE_REVIEW","0952-9136"
"1890","CHINA_PERSPECTIVES","2070-3449"
"1891","CHINA_REVIEW-AN_INTERDISCIPLINARY_JOURNAL_ON_GREATER_CHINA","1680-2012"
"1892","CLIOMETRICA","1863-2505"
"1893","COMMUNICATIONS-EUROPEAN_JOURNAL_OF_COMMUNICATION_RESEARCH","0341-2059"
"1894","CONTEMPORARY_NURSE","1037-6178"
"1895","CORPUS_LINGUISTICS_AND_LINGUISTIC_THEORY","1613-7027"
"1896","CRITICAL_CARE_NURSE","0279-5442"
"1897","CULTURAL_GEOGRAPHIES","1474-4740"
"1898","CULTURE_AND_ORGANIZATION","1475-9551"
"1899","CULTURE_&_PSYCHOLOGY","1354-067X"
"1900","DATA_TECHNOLOGIES_AND_APPLICATIONS","2514-9288"
"1901","AMERICAN_NATURALIST","0003-0147"
"1902","ANALYTICAL_BIOCHEMISTRY","0003-2697"
"1903","ANNALS_OF_PHARMACOTHERAPY","1060-0280"
"1904","APPLIED_CLINICAL_INFORMATICS","1869-0327"
"1905","AQUACULTURE_INTERNATIONAL","0967-6120"
