ISSN	eISSN	publisher_country	model	weekstopub	APC	APC_amount	waiver
NA	2675-9462	Brazil	Anonymous_peer_review	27	Yes	1600_BRL;_350_USD	Yes
2302-2949	2407-7267	Indonesia	Double_anonymous_peer_review	8	Yes	1500000_IDR	Yes
0120-4157	2590-7379	Colombia	Peer_review	32	No	NA	No
0103-1813	2175-764X	Brazil	Double_anonymous_peer_review	8	No	NA	No
NA	2775-2097	Indonesia	Peer_review	6	Yes	750000_IDR	No
1106-5737	2732-6640	Greece	Double_anonymous_peer_review	24	No	NA	No
NA	2789-4274	Peru	Double_anonymous_peer_review	6	No	NA	No
2502-5651	2579-5910	Indonesia	Double_anonymous_peer_review	10	No	NA	No
1392-5369	2424-3299	Lithuania	Double_anonymous_peer_review	25	No	NA	No
2086-308X	2338-428X	Indonesia	"Open_peer_review,_Double_anonymous_peer_review"	6	Yes	750000_IDR	No
2355-6374	2745-6668	Indonesia	Double_anonymous_peer_review	20	No	NA	No
NA	1989-5666	Spain	Double_anonymous_peer_review	6	No	NA	No
NA	2447-6536	Brazil	Double_anonymous_peer_review	16	No	NA	No
NA	2378-0967	United_States	Peer_review	19	Yes	2750_USD	Yes
1412-3789	2477-1783	Indonesia	Double_anonymous_peer_review	24	No	NA	No
1984-4247	1984-4255	Brazil	Anonymous_peer_review	30	No	NA	No
NA	2686-7702	Russian_Federation	Anonymous_peer_review	8	No	NA	No
0001-625X	2353-074X	Poland	Double_anonymous_peer_review	16	Yes	400_EUR	No
NA	2772-4913	Netherlands	Double_anonymous_peer_review	18	No	NA	No
1342-4327	2424-1431	Japan	Anonymous_peer_review	58	Yes	6700_JPY	Yes
NA	2183-2803	Portugal	Double_anonymous_peer_review	15	Yes	1050_EUR	Yes
1411-0105	2528-5823	Indonesia	Anonymous_peer_review	16	No	NA	No
2827-8542	2827-7988	Indonesia	Double_anonymous_peer_review	6	No	NA	No
0001-6977	2083-9480	Poland	Double_anonymous_peer_review	16	Yes	520_EUR	No
2798-5083	2775-4243	Indonesia	Double_anonymous_peer_review	7	Yes	1500000_IDR	No
2355-438X	2407-3709	Indonesia	Double_anonymous_peer_review	2	Yes	250000_IDR	No
NA	2723-1410	Indonesia	Anonymous_peer_review	16	No	NA	No
NA	2452-5901	Chile	Anonymous_peer_review	14	No	NA	No
2184-0458	2183-0886	Portugal	Double_anonymous_peer_review	30	No	NA	No
0001-7310	1578-2190	Spain	Double_anonymous_peer_review	56	Yes	1900_EUR	Yes
2795-501X	2795-5001	Spain	Anonymous_peer_review	10	No	NA	No
NA	2385-7137	Spain	Double_anonymous_peer_review	12	No	NA	No
0102-6992	1980-5462	Brazil	Peer_review	13	No	NA	No
NA	2525-9660	Brazil	Double_anonymous_peer_review	16	No	NA	No
0172-1941	2387-5372	Norway	Peer_review	8	No	NA	No
0376-7892	1989-2055	Spain	Peer_review	20	No	NA	No
NA	2526-8031	Brazil	Double_anonymous_peer_review	8	No	NA	No
2548-5962	2548-981X	Indonesia	Double_anonymous_peer_review	24	No	NA	No
2076-0531	2076-054X	Paraguay	Peer_review	8	No	NA	Yes
1594-7629	2475-5257	United_States	Anonymous_peer_review	28	No	NA	Yes
2306-4269	2520-2898	Ukraine	Peer_review	8	No	NA	No
1807-989X	2359-0092	Brazil	Double_anonymous_peer_review	16	No	NA	No
NA	1983-7348	Brazil	Double_anonymous_peer_review	8	No	NA	No
1729-7192	NA	Ukraine	Double_anonymous_peer_review	24	No	NA	No
NA	2525-9822	Brazil	Double_anonymous_peer_review	16	No	NA	No
0213-8646	2530-3791	Spain	Double_anonymous_peer_review	30	No	NA	No
1681-6277	2523-4838	Ukraine	Double_anonymous_peer_review	8	No	NA	No
0155-977X	1558-5727	United_States	Double_anonymous_peer_review	16	No	NA	No
0211-2159	1576-8597	Spain	"Post-publication_peer_review,_Open_peer_review"	12	No	NA	No
0210-9174	1988-8538	Spain	Double_anonymous_peer_review	48	No	NA	No
0210-847X	1988-8333	Spain	Double_anonymous_peer_review	48	No	NA	No
0209-0872	2391-8497	Poland	Double_anonymous_peer_review	12	No	NA	No
0211-1322	1988-3196	Spain	Double_anonymous_peer_review	48	No	NA	No
0213-2079	2386-3889	Spain	Double_anonymous_peer_review	30	No	NA	Yes
0212-0267	2386-3846	Spain	Double_anonymous_peer_review	19	No	NA	Yes
0211-3538	1988-4125	Spain	Anonymous_peer_review	48	No	NA	No
2782-2826	2782-2818	Russian_Federation	Double_anonymous_peer_review	4	No	NA	No
2096-952X	2693-8499	United_States	Anonymous_peer_review	20	No	NA	No
2096-9376	2667-1026	Netherlands	Anonymous_peer_review	14	Yes	1100_USD	Yes
NA	2773-157X	Netherlands	Double_anonymous_peer_review	7	Yes	600_USD	Yes
NA	2772-6533	United_States	Anonymous_peer_review	25	Yes	1100_USD	Yes
2072-0572	2523-0840	Peru	"Editorial_review,_Double_anonymous_peer_review"	6	No	NA	No
NA	2772-5030	Netherlands	Anonymous_peer_review	18	Yes	1500_USD	Yes
0100-4670	1678-4618	Brazil	Double_anonymous_peer_review	28	No	NA	No
2226-6704	2411-6564	Russian_Federation	Double_anonymous_peer_review	8	No	NA	No
2413-9432	NA	Russian_Federation	Double_anonymous_peer_review	8	No	NA	No
2409-9058	2412-2343	Russian_Federation	Peer_review	8	No	NA	No
NA	2518-3893	Belgium	Anonymous_peer_review	12	No	NA	No
2409-3416	2658-5219	Russian_Federation	Double_anonymous_peer_review	8	No	NA	No
2072-8107	NA	Russian_Federation	Anonymous_peer_review	8	No	NA	No
0007-215X	1845-5859	Croatia	Double_anonymous_peer_review	8	No	NA	No
0719-4498	0719-5532	Chile	Double_anonymous_peer_review	11	No	NA	No
0003-2565	2406-2693	Serbia	Double_anonymous_peer_review	3	No	NA	No
0022-9830	1334-9090	Croatia	Anonymous_peer_review	24	No	NA	No
0026-704X	1846-4025	Croatia	Peer_review	12	No	NA	No
0214-8358	1886-8134	Spain	Double_anonymous_peer_review	48	No	NA	No
0102-762X	2176-2724	Brazil	Peer_review	32	No	NA	No
0216-1370	2442-8620	Indonesia	Double_anonymous_peer_review	8	Yes	1000000_IDR	No
0215-9945	NA	Indonesia	Peer_review	24	No	NA	No
NA	1982-5838	Brazil	Double_anonymous_peer_review	24	No	NA	No
2535-7948	2535-5430	Norway	Double_anonymous_peer_review	13	Yes	120_EUR	Yes
0013-9998	NA	Germany	Peer_review	30	Yes	350_EUR	No
2709-491X	2709-4928	Ukraine	Anonymous_peer_review	25	No	NA	No
0256-0909	2395-3799	India	Double_anonymous_peer_review	10	No	NA	No
0257-1439	1659-2913	Costa_Rica	Double_anonymous_peer_review	26	No	NA	No
NA	1336-6939	Czechia	Peer_review	8	No	NA	No
NA	2323-7414	Finland	Double_anonymous_peer_review	35	No	NA	No
2541-1012	2528-2018	Indonesia	Double_anonymous_peer_review	10	No	NA	No
1693-024X	2654-4113	Indonesia	Double_anonymous_peer_review	12	Yes	750000_IDR;_75_USD	No
0350-154X	1846-7954	Croatia	Anonymous_peer_review	24	No	NA	No
0350-0861	2334-8259	Serbia	Peer_review	20	No	NA	No
0350-0608	2406-0747	Serbia	Double_anonymous_peer_review	24	No	NA	No
0350-3828	2217-947X	Serbia	Double_anonymous_peer_review	24	No	NA	No
0350-8501	2560-3116	Serbia	Double_anonymous_peer_review	4	No	NA	No
0350-820X	1820-7413	Serbia	Anonymous_peer_review	24	No	NA	No
0350-7165	1849-1561	Croatia	Double_anonymous_peer_review	30	No	NA	No
0350-3593	2406-078X	Serbia	Anonymous_peer_review	18	No	NA	No
0350-7653	2406-0801	Serbia	Double_anonymous_peer_review	25	No	NA	No
0352-7379	2560-306X	Serbia	Double_anonymous_peer_review	4	No	NA	No
0352-5317	1849-0840	Croatia	Double_anonymous_peer_review	10	No	NA	No
0352-5252	1820-1202	Serbia	Double_anonymous_peer_review	4	No	NA	No
0354-3099	2560-3361	Serbia	Double_anonymous_peer_review	4	No	NA	No
0353-9466	1333-9451	Croatia	Peer_review	30	No	NA	No
0354-2904	2560-3337	Serbia	Double_anonymous_peer_review	4	No	NA	No
NA	2039-0491	Italy	Double_anonymous_peer_review	16	No	NA	No
0354-5881	2406-209X	Serbia	Double_anonymous_peer_review	4	No	NA	No
0354-3471	2334-8364	Serbia	Double_anonymous_peer_review	4	No	NA	No
0354-6497	2560-547X	Serbia	Double_anonymous_peer_review	8	No	NA	No
0354-3293	2217-8082	Serbia	Double_anonymous_peer_review	4	No	NA	No
0354-6055	2217-8074	Serbia	Double_anonymous_peer_review	4	No	NA	No
0354-4699	2406-050X	Serbia	Double_anonymous_peer_review	8	No	NA	No
0354-8872	2620-0406	Serbia	Double_anonymous_peer_review	4	No	NA	No
0367-0449	1988-3250	Spain	Double_anonymous_peer_review	48	No	NA	No
0354-8724	1820-7138	Serbia	Double_anonymous_peer_review	4	No	NA	No
0354-9542	2560-3140	Serbia	Anonymous_peer_review	4	No	NA	No
0379-9522	2184-8394	Portugal	Double_anonymous_peer_review	12	No	NA	No
0390-590X	1973-2201	Italy	Anonymous_peer_review	10	No	NA	No
0465-2746	1988-3226	Spain	Double_anonymous_peer_review	48	No	NA	No
0439-691X	2459-4849	Croatia	Anonymous_peer_review	20	No	NA	No
0547-3330	2560-3051	Serbia	Double_anonymous_peer_review	4	No	NA	No
0547-2504	1848-865X	Croatia	Double_anonymous_peer_review	20	No	NA	No
0928-0987	1879-0720	Netherlands	Anonymous_peer_review	17	Yes	2300_USD	Yes
NA	2541-9129	Russian_Federation	Double_anonymous_peer_review	8	No	NA	No
0120-9965	2357-3732	Colombia	Double_anonymous_peer_review	25	No	NA	No
0104-1282	2175-3598	Brazil	Open_peer_review	22	No	NA	No
0120-338X	2256-5469	Colombia	Peer_review	52	No	NA	No
0188-2546	2448-8216	Mexico	Double_anonymous_peer_review	12	No	NA	No
0123-9392	NA	Colombia	Double_anonymous_peer_review	39	Yes	100_USD	Yes
0188-4557	2395-9169	Mexico	Double_anonymous_peer_review	8	No	NA	No
0185-1225	2448-6221	Mexico	Double_anonymous_peer_review	24	No	NA	No
0123-5923	NA	Colombia	Double_anonymous_peer_review	30	No	NA	No
2085-6555	2715-9256	Indonesia	Double_anonymous_peer_review	22	No	NA	No
NA	2831-5553	United_States	Double_anonymous_peer_review	5	Yes	500_USD	Yes
0933-4807	2195-4720	Poland	Anonymous_peer_review	12	Yes	1500_EUR	Yes
0301-603X	2413-3221	South_Africa	Double_anonymous_peer_review	18	Yes	2000_ZAR	No
2313-2310	2408-8919	Russian_Federation	Double_anonymous_peer_review	6	No	NA	No
2658-4670	2658-7149	Russian_Federation	Double_anonymous_peer_review	10	No	NA	No
0869-3617	2072-0459	Russian_Federation	Anonymous_peer_review	16	No	NA	No
2520-2073	2521-442X	Russian_Federation	Double_anonymous_peer_review	8	No	NA	No
2618-897X	2618-8988	Russian_Federation	Double_anonymous_peer_review	12	No	NA	No
2687-0088	2686-8024	Russian_Federation	Double_anonymous_peer_review	14	No	NA	No
2618-8163	2618-8171	Russian_Federation	Double_anonymous_peer_review	10	No	NA	No
2313-2337	2408-9001	Russian_Federation	Double_anonymous_peer_review	12	No	NA	No
2549-3086	2657-1676	Indonesia	Double_anonymous_peer_review	8	No	NA	No
2244-7334	2791-3953	"Venezuela,_Bolivarian_Republic_of"	Double_anonymous_peer_review	14	No	NA	No
1012-9790	2215-4744	Costa_Rica	Double_anonymous_peer_review	8	No	NA	No
1021-7444	2215-3608	Costa_Rica	Peer_review	10	No	NA	No
1021-7770	1423-0127	United_Kingdom	Anonymous_peer_review	14	No	NA	No
2634-2499	2634-2502	United_Kingdom	Double_anonymous_peer_review	12	No	NA	No
2579-6283	2655-951X	Indonesia	Anonymous_peer_review	8	Yes	300000_IDR	No
NA	2002-4436	United_States	"Post-publication_peer_review,_Open_peer_review,_Double_anonymous_peer_review"	4	No	NA	No
NA	2710-1460	Germany	Double_anonymous_peer_review	8	No	NA	No
0032-2490	2190-1090	Germany	Peer_review	12	No	NA	No
0041-476X	2309-9070	South_Africa	Double_anonymous_peer_review	16	Yes	10000_ZAR	Yes
0039-3533	2154-428X	United_States	Double_anonymous_peer_review	30	No	NA	No
NA	2535-4574	Norway	Peer_review	16	No	NA	No
0043-6275	1613-978X	Switzerland	Anonymous_peer_review	8	No	NA	No
0066-6742	1988-3110	Spain	Double_anonymous_peer_review	48	No	NA	No
NA	2717-1426	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	10	No	NA	No
0048-7651	0718-2295	Chile	Double_anonymous_peer_review	24	No	NA	No
1835-7040	NA	Australia	Double_anonymous_peer_review	20	No	NA	No
1518-2002	2175-3709	Brazil	Double_anonymous_peer_review	26	No	NA	No
0081-6272	2082-5102	Poland	Double_anonymous_peer_review	15	No	NA	No
0103-1570	1982-4513	Brazil	Double_anonymous_peer_review	24	No	NA	No
0102-5767	2447-0686	Brazil	Double_anonymous_peer_review	8	No	NA	No
NA	2666-7916	United_Kingdom	Anonymous_peer_review	17	Yes	1200_USD	Yes
2614-5618	2407-6902	Indonesia	Double_anonymous_peer_review	4	Yes	400000_IDR	No
2797-6483	2797-4952	Indonesia	Double_anonymous_peer_review	12	Yes	250000_IDR	No
0100-1965	1518-8353	Brazil	Double_anonymous_peer_review	16	No	NA	No
0100-204X	1678-3921	Brazil	Peer_review	28	No	NA	No
0716-7415	0719-8027	Chile	Double_anonymous_peer_review	20	No	NA	No
NA	1314-5088	Bulgaria	Double_anonymous_peer_review	5	No	NA	No
0009-7411	2444-054X	Spain	Double_anonymous_peer_review	48	No	NA	No
0004-1963	2217-8767	Serbia	Anonymous_peer_review	12	No	NA	No
0013-3264	1820-7375	Serbia	Double_anonymous_peer_review	18	No	NA	No
0011-1643	1334-417X	Croatia	Anonymous_peer_review	20	No	NA	No
NA	2618-9313	Russian_Federation	Double_anonymous_peer_review	4	No	NA	No
NA	2300-3405	Poland	Anonymous_peer_review	29	No	NA	No
0103-9954	1980-5098	Brazil	Peer_review	53	Yes	250_BRL	No
2615-9422	2815-5602	Viet_Nam	Double_anonymous_peer_review	11	Yes	65_USD;_1500000_VND	Yes
0103-5150	1980-5918	Brazil	Peer_review	13	Yes	600_BRL	No
0103-6351	NA	Brazil	Peer_review	53	No	NA	No
NA	2806-6073	United_Kingdom	Anonymous_peer_review	6	Yes	950_GBP	Yes
2622-5069	2579-3403	Indonesia	Anonymous_peer_review	16	Yes	300000_IDR	Yes
NA	2369-8543	Canada	Anonymous_peer_review	24	No	NA	No
2656-1220	2745-8571	Indonesia	Anonymous_peer_review	3	No	NA	No
2807-3797	2807-3576	Indonesia	Double_anonymous_peer_review	12	Yes	150000_IDR	No
1814-1692	2782-2842	Russian_Federation	Double_anonymous_peer_review	12	No	NA	No
0102-7352	2358-3452	Brazil	Anonymous_peer_review	10	No	NA	No
0258-6444	2215-3535	Costa_Rica	Double_anonymous_peer_review	20	No	NA	No
0288-4534	2187-5537	Japan	Double_anonymous_peer_review	14	No	NA	Yes
0273-1223	1996-9732	United_Kingdom	Anonymous_peer_review	11	No	NA	Yes
0326-7911	2250-7728	Argentina	Double_anonymous_peer_review	10	No	NA	No
0304-2847	2248-7026	Colombia	Double_anonymous_peer_review	16	No	NA	No
0328-1205	1851-779X	Argentina	Peer_review	16	No	NA	No
0327-5566	1851-1716	Argentina	Double_anonymous_peer_review	24	No	NA	No
0350-0373	2334-8526	Serbia	Double_anonymous_peer_review	4	No	NA	No
0351-4706	1848-2309	Croatia	Double_anonymous_peer_review	15	No	NA	No
0350-8528	2406-1212	Serbia	Anonymous_peer_review	4	No	NA	No
0350-8773	2560-3310	Serbia	Double_anonymous_peer_review	4	No	NA	No
0352-3160	2560-3647	Serbia	Double_anonymous_peer_review	30	No	NA	No
0352-9568	1846-5153	Croatia	Anonymous_peer_review	48	No	NA	No
2715-825X	2829-2944	Indonesia	Double_anonymous_peer_review	24	No	NA	No
NA	2545-5818	Nigeria	Double_anonymous_peer_review	16	Yes	35000_NGN	No
2082-3304	NA	Poland	Double_anonymous_peer_review	34	No	NA	No
2686-9594	NA	Russian_Federation	Double_anonymous_peer_review	8	No	NA	No
2460-9048	2714-5654	Indonesia	Double_anonymous_peer_review	8	No	NA	No
1814-4861	2312-3168	Russian_Federation	Peer_review	8	No	NA	No
NA	2714-6553	Indonesia	Double_anonymous_peer_review	8	No	NA	No
NA	2183-4806	Portugal	Double_anonymous_peer_review	12	No	NA	No
NA	2712-7435	Russian_Federation	Double_anonymous_peer_review	12	No	NA	No
NA	2670-2142	Finland	Double_anonymous_peer_review	50	No	NA	No
1858-005X	2655-3392	Indonesia	Double_anonymous_peer_review	6	Yes	3000000_IDR	No
0908-6919	2596-4283	Denmark	"Editorial_review,_Double_anonymous_peer_review"	64	No	NA	No
2356-3664	2356-3656	Indonesia	Double_anonymous_peer_review	8	No	NA	No
2226-4701	2410-3713	Russian_Federation	Anonymous_peer_review	6	No	NA	No
NA	2962-2174	Indonesia	Anonymous_peer_review	4	No	NA	No
0044-8060	NA	Denmark	Double_anonymous_peer_review	40	No	NA	No
1993-8985	2658-4794	Russian_Federation	Double_anonymous_peer_review	8	No	NA	No
NA	2673-687X	Switzerland	Anonymous_peer_review	6	Yes	1000_CHF	Yes
NA	2673-7116	Switzerland	Double_anonymous_peer_review	6	Yes	1000_CHF	Yes
NA	2410-9789	Switzerland	Double_anonymous_peer_review	6	Yes	1000_CHF	Yes
0891-2017	1530-9312	United_States	Peer_review	50	No	NA	No
NA	2307-387X	United_States	Double_anonymous_peer_review	8	No	NA	No
2358-8845	2764-6440	Brazil	Double_anonymous_peer_review	12	No	NA	No
2311-1771	2307-6267	South_Africa	Double_anonymous_peer_review	12	No	NA	No
0126-6187	NA	Malaysia	Double_anonymous_peer_review	24	No	NA	No
1085-7087	NA	United_States	Peer_review	27	No	NA	No
1134-2838	2173-1241	Spain	Double_anonymous_peer_review	8	No	NA	No
1130-3743	2386-5660	Spain	Peer_review	4	No	NA	No
0353-5487	NA	Croatia	Double_anonymous_peer_review	12	No	NA	No
1330-0288	1848-6096	Croatia	Double_anonymous_peer_review	30	No	NA	No
0954-2299	2047-6523	United_Kingdom	Anonymous_peer_review	15	Yes	1270_USD	Yes
1561-8641	2658-7327	Russian_Federation	Double_anonymous_peer_review	12	No	NA	No
1657-0790	2256-5760	Colombia	Double_anonymous_peer_review	36	No	NA	No
1858-3431	2414-6994	United_Kingdom	Double_anonymous_peer_review	12	No	NA	No
2655-3554	2621-3060	Indonesia	Peer_review	12	Yes	200000_IDR	No
1415-2762	2316-9389	Brazil	Double_anonymous_peer_review	15	Yes	1100_BRL;_300_BRL	No
0874-6885	NA	Portugal	Double_anonymous_peer_review	17	No	NA	No
1818-4243	2079-5939	Russian_Federation	Anonymous_peer_review	8	No	NA	No
NA	2149-214X	Türkiye	Double_anonymous_peer_review	15	No	NA	No
1304-1096	NA	Türkiye	Peer_review	17	No	NA	No
1300-8552	2587-0939	Türkiye	Double_anonymous_peer_review	26	No	NA	No
2148-4147	2148-4155	Türkiye	Double_anonymous_peer_review	20	No	NA	No
NA	2458-8350	Türkiye	Anonymous_peer_review	8	No	NA	No
1309-3568	2149-374X	Türkiye	Double_anonymous_peer_review	24	No	NA	No
NA	2636-8102	Türkiye	Double_anonymous_peer_review	10	No	NA	No
2146-1082	2667-5714	Türkiye	Double_anonymous_peer_review	8	No	NA	No
1302-0099	2146-7153	Türkiye	Double_anonymous_peer_review	8	No	NA	No
2149-2352	2149-4592	Türkiye	Double_anonymous_peer_review	12	No	NA	No
NA	1308-9552	Türkiye	Double_anonymous_peer_review	12	No	NA	No
1300-932X	NA	Türkiye	Double_anonymous_peer_review	2	No	NA	No
NA	2636-8838	Türkiye	Double_anonymous_peer_review	4	No	NA	No
1300-8811	2147-9844	Türkiye	Double_anonymous_peer_review	50	No	NA	No
1308-8750	1308-8769	Türkiye	Double_anonymous_peer_review	20	No	NA	No
1302-3209	2147-9003	Türkiye	Double_anonymous_peer_review	24	No	NA	No
NA	2452-3364	Türkiye	Double_anonymous_peer_review	29	No	NA	No
NA	2149-3898	Türkiye	Double_anonymous_peer_review	12	No	NA	No
NA	2147-9380	Türkiye	Double_anonymous_peer_review	12	No	NA	No
NA	2148-7537	Türkiye	Double_anonymous_peer_review	3	No	NA	No
NA	2148-2225	Türkiye	Double_anonymous_peer_review	4	No	NA	No
NA	2564-6605	Türkiye	Double_anonymous_peer_review	20	No	NA	No
2148-7758	2148-7510	Türkiye	Double_anonymous_peer_review	28	No	NA	No
NA	1308-0830	Türkiye	Double_anonymous_peer_review	8	No	NA	No
1300-4050	2529-0053	Türkiye	Anonymous_peer_review	7	No	NA	No
NA	2148-4228	Türkiye	Anonymous_peer_review	10	No	NA	No
2149-0678	2148-8843	Türkiye	Double_anonymous_peer_review	5	No	NA	No
1304-7191	1304-7205	Türkiye	Anonymous_peer_review	24	No	NA	No
NA	2667-4378	Türkiye	Double_anonymous_peer_review	4	No	NA	No
NA	1309-6915	Türkiye	Double_anonymous_peer_review	12	No	NA	No
1305-7766	2587-2451	Türkiye	Double_anonymous_peer_review	8	No	NA	No
0578-9745	2687-4113	Türkiye	Double_anonymous_peer_review	13	No	NA	No
NA	2630-5712	Türkiye	Peer_review	25	No	NA	No
NA	1309-0593	Türkiye	Double_anonymous_peer_review	12	No	NA	No
NA	1865-1542	Germany	Double_anonymous_peer_review	20	Yes	400_EUR	Yes
NA	2052-4374	"Korea,_Republic_of"	Double_anonymous_peer_review	15	Yes	900000_KRW;_850_USD	Yes
1021-3589	2224-8854	South_Africa	Double_anonymous_peer_review	9	Yes	6800_ZAR	Yes
0369-1527	2466-5525	Serbia	Double_anonymous_peer_review	4	No	NA	No
0370-2693	1873-2445	Netherlands	Peer_review	23	No	NA	No
2252-3294	2548-4923	Indonesia	"Editorial_review,_Double_anonymous_peer_review"	16	Yes	400000_IDR	Yes
0373-2568	1988-4281	Spain	Double_anonymous_peer_review	28	No	NA	No
0372-4123	2415-8860	Ukraine	Anonymous_peer_review	8	No	NA	No
0378-603X	2090-4762	United_Kingdom	Double_anonymous_peer_review	27	No	NA	No
0378-0473	2215-2636	Costa_Rica	Double_anonymous_peer_review	16	No	NA	No
0470-8105	1349-8029	Japan	Anonymous_peer_review	12	Yes	10000_JPY	Yes
0524-9767	1850-2563	Argentina	Double_anonymous_peer_review	24	No	NA	No
0514-5899	2620-0465	Serbia	Double_anonymous_peer_review	12	No	NA	No
NA	1517-5901	Brazil	Double_anonymous_peer_review	24	No	NA	No
1011-7601	2413-3027	South_Africa	Double_anonymous_peer_review	12	Yes	2500_ZAR	No
1016-1066	2411-6696	Austria	Double_anonymous_peer_review	4	No	NA	No
0569-9878	1988-8325	Spain	Double_anonymous_peer_review	48	No	NA	No
0583-5356	2732-0146	Hungary	Double_anonymous_peer_review	14	No	NA	No
0579-6431	1820-9270	Serbia	Double_anonymous_peer_review	16	No	NA	No
0584-9888	2406-0917	Serbia	Double_anonymous_peer_review	25	No	NA	No
0587-5455	1848-9303	Croatia	Double_anonymous_peer_review	6	No	NA	No
0702-7818	1715-0698	Canada	Double_anonymous_peer_review	20	No	NA	No
0716-0925	0718-1043	Chile	Double_anonymous_peer_review	52	No	NA	No
NA	1983-2478	Brazil	Double_anonymous_peer_review	45	No	NA	No
NA	1852-6233	Argentina	Double_anonymous_peer_review	12	No	NA	No
NA	2526-0022	Brazil	Double_anonymous_peer_review	16	No	NA	No
1130-8354	2445-3587	Spain	Double_anonymous_peer_review	16	No	NA	Yes
NA	1727-8120	Cuba	Peer_review	21	No	NA	No
1390-9681	1390-9789	Ecuador	Double_anonymous_peer_review	5	No	NA	No
2656-8829	2656-8810	Indonesia	Double_anonymous_peer_review	30	No	NA	No
2663-0265	2663-0273	Ukraine	Anonymous_peer_review	12	Yes	1000_UAH	No
1900-6608	2539-4088	Colombia	Double_anonymous_peer_review	10	No	NA	No
