ISSN	assigned	peer_review_model
0308-8146	NA	NA
0268-005X	NA	Single_blind
2214-2894	NA	Single_blind
0963-9969	NA	NA
1226-7708	NA	NA
2352-2496	NA	Single_blind
0950-1746	NA	NA
1554-0669	NA	NA
1615-3375	NA	NA
1311-0454	NA	NA
1540-9295	NA	NA
2095-1701	NA	NA
2095-9184	NA	NA
2095-0217	NA	NA
2095-0462	NA	NA
2095-2430	NA	NA
1438-793X	NA	NA
1445-4408	NA	NA
0767-3981	NA	NA
1560-2745	NA	NA
1754-5048	NA	Single_blind
1087-1845	NA	Single_blind
0920-3796	NA	NA
0167-739X	NA	Single_blind
0016-5085	NA	NA
0016-5107	NA	NA
0890-9369	NA	NA
1098-3600	NA	NA
0883-6353	NA	NA
1867-2477	NA	NA
0091-7613	NA	NA
1075-7015	NA	NA
1072-947X	NA	NA
1087-6596	NA	NA
1354-1013	NA	NA
2211-9124	NA	Single_blind
0282-0080	NA	NA
0911-0119	NA	NA
1463-9262	NA	NA
2043-9377	NA	NA
1430-483X	NA	NA
0017-5749	NA	NA
1568-9883	NA	Single_blind
1043-3074	NA	NA
1064-2285	NA	NA
1520-4391	NA	NA
2304-3881	NA	NA
0270-9139	NA	NA
0340-9937	NA	NA
0018-0971	NA	NA
0018-1439	NA	NA
1464-2662	NA	NA
2059-2302	NA	NA
1475-4916	NA	NA
0102-0536	NA	NA
1365-182X	NA	Single_blind
0737-0024	NA	NA
0885-6222	NA	NA
1355-4786	NA	NA
0194-911X	NA	NA
1058-6180	NA	NA
2329-9266	NA	NA
0163-6804	NA	NA
1556-603X	NA	NA
0883-7554	NA	NA
2473-2397	NA	NA
2327-4662	NA	NA
2168-2194	NA	NA
2156-3381	NA	NA
1932-4553	NA	NA
0733-8716	NA	NA
0890-8044	NA	NA
1937-3333	NA	NA
1053-5888	NA	NA
1949-3045	NA	NA
1051-8215	NA	NA
2332-7731	NA	NA
0090-6778	NA	NA
0278-0070	NA	NA
2168-2267	NA	NA
1089-778X	NA	NA
1063-6706	NA	NA
0196-2892	NA	NA
1939-1412	NA	NA
1057-7149	NA	NA
0278-0046	NA	NA
1551-3203	NA	NA
1524-9050	NA	NA
2379-8858	NA	NA
1041-4347	NA	NA
0278-0062	NA	NA
1536-1233	NA	NA
2162-237X	NA	NA
0162-8828	NA	NA
1552-3098	NA	NA
1939-1374	NA	NA
1949-3053	NA	NA
0098-5589	NA	NA
1949-3029	NA	NA
2168-2216	NA	NA
1536-1276	NA	NA
1556-6072	NA	NA
1536-1284	NA	NA
0916-8516	NA	NA
0916-8532	NA	NA
1074-7613	NA	Single_blind
0105-2896	NA	NA
0378-6323	NA	NA
0046-8991	NA	NA
0019-5588	NA	NA
0300-8126	NA	NA
0868-4952	NA	NA
1566-2535	NA	Single_blind
0020-0255	NA	NA
2470-1556	NA	NA
1058-4587	NA	NA
1088-467X	NA	NA
0342-4642	NA	NA
0340-0131	NA	NA
0029-5981	NA	NA
2152-5080	NA	NA
1743-8225	NA	NA
2093-274X	NA	NA
0924-8579	NA	NA
0391-3988	NA	NA
1473-5504	NA	NA
0141-8130	NA	NA
2424-7723	NA	NA
1735-0522	NA	NA
0219-8762	NA	NA
1861-6410	NA	NA
1463-4201	NA	NA
0920-5691	NA	NA
0214-6282	NA	NA
0957-4352	NA	NA
0300-5771	NA	NA
0959-9673	NA	NA
1751-5521	NA	NA
1534-7346	NA	NA
0890-6955	NA	NA
1387-3806	NA	NA
0217-9792	NA	NA
0129-0657	NA	NA
1793-0421	NA	NA
0749-6419	NA	NA
0308-0161	NA	NA
0925-5273	NA	NA
0020-7543	NA	NA
1365-1501	NA	NA
1096-4290	NA	NA
0278-3649	NA	NA
1542-0973	NA	NA
1743-9191	NA	Unknown
1548-7199	NA	NA
0950-6608	NA	NA
1591-0199	NA	NA
2228-6160	NA	NA
0342-7188	NA	NA
1751-7362	NA	NA
0959-3020	NA	NA
0924-2716	NA	NA
0001-4338	NA	NA
1936-878X	NA	NA
1936-8798	NA	NA
2213-1779	NA	NA
2380-6583	NA	NA
2168-6068	NA	NA
2168-6106	NA	NA
0098-7484	NA	NA
2168-6149	NA	NA
2374-2437	NA	NA
2168-6165	NA	NA
2168-6181	NA	NA
2168-6203	NA	NA
2168-6254	NA	NA
0027-8874	NA	NA
2542-4351	NA	NA
0003-150X	NA	NA
0091-6749	NA	NA
2213-2198	NA	NA
1876-1364	NA	NA
1018-7081	NA	NA
1558-8424	NA	NA
0021-8995	NA	NA
0021-9037	NA	NA
1674-6767	NA	NA
1367-9120	NA	NA
1028-6020	NA	NA
0896-8411	NA	NA
1878-5093	NA	NA
0883-9115	NA	NA
0145-479X	NA	NA
0949-8257	NA	NA
0148-0731	NA	NA
1558-2027	NA	NA
0160-2446	NA	NA
0021-9525	NA	NA
0021-9584	NA	NA
0974-3626	NA	NA
1570-0232	NA	Single_blind
0959-6526	NA	NA
0271-9142	NA	NA
0095-1137	NA	NA
0732-183X	NA	Single_blind
1386-6532	NA	Single_blind
0021-9797	NA	NA
1063-8539	NA	NA
0885-064X	NA	Single_blind
2332-4309	NA	NA
1066-5277	NA	NA
0192-8651	NA	NA
0168-3659	NA	NA
1873-9946	NA	NA
0933-2790	NA	NA
0303-6987	NA	NA
0022-0345	NA	NA
2040-1744	NA	NA
1056-8727	NA	Single_blind
0022-0434	NA	NA
0095-2443	NA	NA
1385-3449	NA	NA
2095-4956	NA	Single_blind
0195-0738	NA	NA
2352-152X	NA	Single_blind
2213-2929	NA	NA
0301-4797	NA	NA
1041-2905	NA	NA
0022-1007	NA	NA
1556-4959	NA	NA
1944-687X	NA	NA
0145-8876	NA	NA
1007-662X	NA	NA
1068-3666	NA	NA
0022-1236	NA	NA
1879-4068	NA	Single_blind
0304-3894	NA	NA
1053-2498	NA	NA
1868-6974	NA	NA
0168-8278	NA	NA
0219-8916	NA	NA
0032-9452	NA	NA
2467-964X	NA	NA
0163-4453	NA	NA
1001-9014	NA	NA
1000-324X	NA	NA
1672-9072	NA	NA
0956-5515	NA	NA
0954-6820	NA	NA
1538-8506	NA	NA
0022-2151	NA	NA
0955-792X	NA	NA
0022-2372	NA	NA
0278-6125	NA	NA
2050-7488	NA	NA
2050-750X	NA	NA
1005-0302	NA	NA
0259-9791	NA	NA
0022-2615	NA	NA
0047-2565	NA	NA
0146-6615	NA	NA
0376-7388	NA	NA
1225-8873	NA	NA
1345-6296	NA	NA
1662-5250	NA	NA
2008-9244	NA	NA
1084-8045	NA	Single_blind
1759-8478	NA	NA
0022-3050	NA	NA
0165-0270	NA	NA
1402-9251	NA	NA
0938-8974	NA	NA
0161-5505	NA	NA
0022-314X	NA	Single_blind
1570-2820	NA	NA
2468-0133	NA	Single_blind
1434-5293	NA	NA
0949-2658	NA	NA
1034-4810	NA	NA
0271-6798	NA	NA
1389-5567	NA	NA
1947-7988	NA	NA
0742-3098	NA	NA
0378-7753	NA	NA
1687-8507	NA	Single_blind
0892-1016	NA	NA
1861-8200	NA	NA
1058-2746	NA	NA
1079-0268	NA	NA
1056-6716	NA	NA
0022-4707	NA	NA
1047-8477	NA	Single_blind
1537-209X	NA	NA
0747-7171	NA	NA
1527-5256	NA	NA
0190-9622	NA	NA
1559-6109	NA	NA
0002-7863	NA	NA
0735-1097	NA	NA
1525-8610	NA	Single_blind
8750-7315	NA	NA
1046-6673	NA	NA
1446-7887	NA	NA
0253-5106	NA	NA
1726-4901	NA	Single_blind
0926-9959	NA	NA
0025-5645	NA	NA
1540-1405	NA	NA
0031-9015	NA	NA
0141-0768	NA	NA
1369-7412	NA	NA
1556-0864	NA	Single_blind
1538-7933	NA	NA
1195-1982	NA	NA
0742-0463	NA	NA
0895-3996	NA	NA
1042-7260	NA	NA
0085-2538	NA	NA
0950-7051	NA	NA
0023-432X	NA	NA
0093-7355	NA	NA
0140-6736	NA	NA
2352-4642	NA	NA
2213-8587	NA	NA
2352-3026	NA	NA
2352-3018	NA	NA
1473-3099	NA	NA
1474-4422	NA	Unknown
1470-2045	NA	Unknown
2213-2600	NA	NA
2665-9913	NA	NA
1863-8880	NA	NA
0887-6924	NA	NA
1661-8297	NA	NA
0885-6125	NA	NA
0024-998X	NA	NA
1436-2228	NA	NA
0304-4203	NA	NA
0277-7037	NA	NA
2051-6347	NA	NA
0167-577X	NA	Single_blind
0927-796X	NA	NA
1369-7021	NA	Single_blind
2468-6069	NA	Single_blind
2588-8420	NA	Single_blind
2542-5293	NA	Single_blind
2589-2347	NA	Single_blind
2590-2393	NA	NA
0025-6196	NA	NA
0888-3270	NA	NA
0025-6544	NA	NA
1361-8415	NA	Single_blind
0025-729X	NA	NA
0210-5691	NA	NA
0198-6325	NA	NA
1096-7176	NA	Single_blind
0026-0495	NA	NA
1073-5615	NA	NA
0026-1335	NA	NA
1092-2172	NA	NA
0968-4328	NA	NA
1082-5983	NA	NA
0026-461X	NA	NA
2724-5985	NA	NA
0149-2195	NA	NA
1057-5987	NA	NA
1545-8636	NA	NA
0893-3952	NA	NA
0098-2997	NA	NA
1097-2765	NA	Unknown
1542-1406	NA	NA
1755-098X	NA	NA
1674-2052	NA	NA
1359-4184	NA	NA
1525-0016	NA	NA
0885-3185	NA	NA
0767-0974	NA	NA
1933-0219	NA	NA
0178-7888	NA	NA
2211-2855	NA	Single_blind
1530-6984	NA	Unknown
1998-0124	NA	NA
2055-6756	NA	NA
1748-0132	NA	Single_blind
0265-0568	NA	NA
0028-0836	NA	NA
2397-3366	NA	NA
2157-846X	NA	NA
1087-0156	NA	Unknown
2520-1158	NA	NA
1465-7392	NA	Unknown
1552-4450	NA	NA
1755-4330	NA	No_blinding
2397-334X	NA	NA
2520-1131	NA	NA
2058-7546	NA	NA
1061-4036	NA	Unknown
1752-0894	NA	NA
1529-2908	NA	Unknown
1476-1122	NA	No_blinding
1078-8956	NA	Unknown
1548-7091	NA	Unknown
2058-5276	NA	NA
1748-3387	NA	No_blinding
1097-6256	NA	Unknown
1749-4885	NA	Unknown
1745-2473	NA	Unknown
2055-026X	NA	NA
1754-2189	NA	NA
1474-175X	NA	NA
1759-5002	NA	NA
1759-4774	NA	NA
2056-676X	NA	NA
1474-1776	NA	NA
1759-5029	NA	NA
1759-5045	NA	NA
1471-0056	NA	Unknown
1474-1733	NA	NA
2058-8437	NA	NA
1740-1526	NA	NA
1471-0072	NA	NA
1759-5061	NA	NA
1759-4758	NA	NA
1471-003X	NA	NA
1759-4790	NA	NA
1759-4812	NA	NA
1545-9993	NA	NA
0028-2685	NA	NA
1769-7255	NA	NA
0931-0509	NA	NA
0954-898X	NA	NA
0893-6080	NA	NA
1660-2854	NA	NA
0172-780X	NA	NA
1539-2791	NA	NA
0028-3878	NA	NA
0896-6273	NA	NA
1522-8517	NA	NA
0987-7053	NA	NA
0893-133X	NA	NA
0149-7634	NA	NA
0028-4793	NA	NA
0028-646X	NA	NA
1584-9074	NA	NA
0029-4527	NA	NA
1001-8042	NA	NA
1467-7881	NA	NA
0964-5691	NA	NA
0950-9232	NA	NA
0934-6694	NA	NA
0161-6420	NA	NA
0306-8919	NA	NA
2052-4129	NA	NA
0146-6380	NA	NA
0010-5422	NA	NA
0030-7270	NA	NA
0030-8870	NA	NA
0031-0182	NA	NA
0031-3203	NA	NA
0931-041X	NA	NA
1016-2291	NA	NA
0031-4005	NA	NA
0196-9781	NA	NA
0369-8963	NA	NA
0906-6713	NA	NA
0031-5850	NA	NA
0973-1296	NA	NA
0031-6997	NA	NA
0163-7258	NA	NA
2327-9125	NA	NA
0031-9007	NA	NA
1571-0645	NA	Single_blind
0370-1573	NA	NA
0031-9333	NA	NA
1548-9213	NA	NA
1568-7767	NA	NA
0944-7113	NA	NA
1040-4651	NA	NA
0167-6857	NA	NA
0963-0252	NA	NA
1557-1955	NA	NA
2292-5503	NA	NA
1558-3724	NA	NA
0197-3851	NA	NA
0013-0915	NA	NA
0018-9219	NA	NA
0027-8424	NA	NA
0957-5820	NA	NA
0953-7287	NA	NA
0361-7688	NA	NA
0376-0421	NA	NA
0033-0620	NA	NA
1468-4349	NA	NA
0960-8974	NA	NA
0360-1285	NA	NA
0163-7827	NA	NA
0079-6425	NA	NA
0146-6410	NA	NA
0079-6700	NA	NA
0079-6727	NA	NA
1468-6783	NA	NA
1350-9462	NA	Single_blind
0079-6786	NA	NA
0952-3278	NA	NA
1572-3887	NA	NA
0961-8368	NA	NA
1323-1316	NA	NA
2531-0437	NA	Single_blind
1558-8599	NA	NA
1460-2725	NA	NA
1607-3606	NA	NA
0033-5606	NA	NA
0035-9009	NA	NA
0033-8222	NA	NA
0033-8362	NA	NA
2731-7048	NA	NA
0033-8419	NA	NA
1382-4090	NA	NA
1001-0521	NA	NA
0273-2300	NA	NA
0951-8320	NA	NA
0034-4257	NA	NA
0960-1481	NA	NA
1364-0321	NA	Single_blind
0034-4885	NA	NA
1759-2879	NA	NA
0921-3449	NA	NA
1753-5123	NA	NA
1389-9155	NA	NA
1569-1705	NA	NA
2330-8249	NA	NA
1052-9276	NA	NA
8755-1209	NA	NA
0034-6861	NA	NA
1519-7530	NA	NA
1583-3186	NA	NA
0035-3787	NA	NA
0035-4066	NA	NA
0736-5845	NA	NA
1222-4227	NA	NA
0036-021X	NA	NA
1062-3604	NA	NA
1026-2296	NA	NA
0036-0244	NA	NA
1068-3739	NA	NA
1062-936X	NA	NA
0036-7281	NA	NA
0036-8075	NA	NA
2095-9273	NA	Single_blind
1674-7291	NA	NA
1674-733X	NA	NA
1674-7305	NA	NA
2095-8226	NA	NA
2470-9468	NA	NA
0048-9697	NA	NA
2470-9476	NA	NA
1946-6234	NA	Unknown
0304-4238	NA	NA
0036-8733	NA	NA
0036-9276	NA	NA
1059-1311	NA	NA
1570-0844	NA	NA
1063-7826	NA	NA
0037-1912	NA	NA
1044-579X	NA	NA
1744-165X	NA	NA
1044-5323	NA	Single_blind
1863-2297	NA	NA
1383-5866	NA	Single_blind
0036-1445	NA	NA
1087-0792	NA	NA
1613-6810	NA	NA
2366-9608	NA	NA
2169-5172	NA	NA
0038-0717	NA	NA
2367-198X	NA	NA
0361-5219	NA	NA
1341-7215	NA	NA
0038-6308	NA	NA
1000-0593	NA	NA
0362-2436	NA	NA
0112-1642	NA	NA
0932-0555	NA	NA
1532-6349	NA	NA
0039-2316	NA	NA
0039-2499	NA	NA
0039-3215	NA	NA
0081-6906	NA	NA
0166-0616	NA	NA
0257-8972	NA	NA
0167-5729	NA	NA
2210-6707	NA	Single_blind
2213-1388	NA	Single_blind
2214-9937	NA	Single_blind
2210-6502	NA	Single_blind
1063-5157	NA	NA
1063-7842	NA	NA
0312-9764	NA	NA
0212-5919	NA	NA
0040-6376	NA	NA
0049-3848	NA	NA
1937-3384	NA	NA
2365-0869	NA	NA
1230-3429	NA	NA
0165-9936	NA	NA
1083-4362	NA	NA
0962-8819	NA	NA
1931-5244	NA	NA
0968-090X	NA	NA
0968-0004	NA	NA
0167-7799	NA	NA
2405-8025	NA	NA
1050-1738	NA	NA
0962-8924	NA	NA
0169-5347	NA	NA
1043-2760	NA	NA
2214-1588	NA	Single_blind
0924-2244	NA	NA
0168-9525	NA	NA
1471-4906	NA	NA
0966-842X	NA	NA
1471-4914	NA	NA
0166-2236	NA	NA
1471-4922	NA	NA
0165-6147	NA	NA
1360-1385	NA	NA
0041-4301	NA	NA
0240-8759	NA	NA
0956-053X	NA	Single_blind
0043-1354	NA	NA
1759-0876	NA	NA
1942-4787	NA	NA
1939-5116	NA	NA
2049-1948	NA	NA
1022-0038	NA	NA
1948-5204	NA	NA
1708-8569	NA	NA
0948-2393	NA	NA
0044-409X	NA	NA
2095-8137	NA	NA
0939-7140	NA	NA
1942-3454	NA	NA
1346-3969	NA	NA
1871-5532	NA	NA
0231-6986	NA	NA
1898-4088	NA	NA
1730-7503	NA	NA
1804-7890	NA	NA
1524-6817	NA	NA
2207-9963	NA	NA
2399-357X	NA	NA
0951-5666	NA	NA
1037-969X	NA	NA
0003-1232	NA	NA
2153-957X	NA	NA
2381-6732	NA	NA
2463-4131	NA	NA
1932-9466	NA	NA
2322-1828	NA	NA
2213-4905	NA	NA
2056-4945	NA	NA
0218-4923	NA	NA
2057-8911	NA	NA
2194-6086	NA	NA
2214-2304	NA	NA
1024-8560	NA	NA
1448-5052	NA	NA
2515-0731	NA	NA
2191-1630	NA	NA
2643-3230	NA	NA
0759-1063	NA	NA
1972-6724	NA	NA
2375-9240	NA	NA
2179-3425	NA	NA
1758-1923	NA	NA
1359-4575	NA	NA
2398-9173	NA	NA
0008-3496	NA	NA
1499-1845	NA	NA
0829-3201	NA	NA
1913-2018	NA	NA
1750-7219	NA	NA
0163-9374	NA	NA
2070-0504	NA	NA
2591-2240	NA	NA
2667-1093	NA	NA
0145-935X	NA	NA
0718-7912	NA	NA
2044-1398	NA	NA
2192-9505	NA	NA
1000-8713	NA	NA
0893-0465	NA	NA
2080-5187	NA	NA
2573-8046	NA	NA
2450-8187	NA	NA
2405-4577	NA	Single_blind
1553-6505	NA	NA
1089-201X	NA	NA
1351-0487	NA	NA
1999-9747	NA	NA
2347-7989	NA	NA
2455-328X	NA	NA
0951-5070	NA	NA
1078-4535	NA	NA
1460-3780	NA	NA
2050-3032	NA	NA
0211-1608	NA	NA
2167-4884	NA	NA
2468-5844	NA	Single_blind
2198-6096	NA	NA
1871-4021	NA	NA
0084-9812	NA	NA
1600-910X	NA	NA
2054-7668	NA	NA
1697-2473	NA	NA
1357-6283	NA	NA
2070-5948	NA	NA
1699-5880	NA	NA
2589-7780	NA	NA
2072-0823	NA	NA
1307-5543	NA	NA
1388-2627	NA	NA
2031-9525	NA	NA
1942-4280	NA	NA
1572-2740	NA	NA
1935-8237	NA	NA
1120-9879	NA	NA
2056-4880	NA	NA
2380-0844	NA	NA
0967-5426	NA	NA
1469-7017	NA	NA
0973-6883	NA	NA
1363-0539	NA	NA
2424-8622	NA	NA
2522-0691	NA	NA
2058-4571	NA	NA
2050-3318	NA	NA
1069-6679	NA	NA
1526-5943	NA	NA
1942-0676	NA	NA
2397-3757	NA	NA
1553-0981	NA	NA
2187-9753	NA	NA
2666-6340	NA	NA
2363-6203	NA	NA
1179-7266	NA	NA
2326-3601	NA	NA
2638-6100	NA	NA
1321-103X	NA	NA
2045-9920	NA	NA
2046-9128	NA	NA
1138-5820	NA	NA
1524-5004	NA	NA
0164-2472	NA	NA
0266-6030	NA	NA
2376-6972	NA	NA
0040-5167	NA	NA
1758-7212	NA	NA
0360-3709	NA	NA
0008-4360	NA	NA
0009-837X	NA	NA
1571-0882	NA	NA
1749-6020	NA	NA
0021-8715	NA	NA
0031-2037	NA	NA
0031-8108	NA	NA
2153-599X	NA	NA
1464-7893	NA	NA
0034-6551	NA	NA
0037-1939	NA	NA
0038-7134	NA	NA
0039-4238	NA	NA
NA	NA	Double/triple_blind
2752-6739	NA	NA
1318-0185	NA	Double/triple_blind
0001-6918	NA	Unknown
0002-0397	NA	Double/triple_blind
0139-570X	NA	Double/triple_blind
1695-9752	NA	Double/triple_blind
1557-9883	NA	Double/triple_blind
1582-9146	NA	Double/triple_blind
1133-0740	NA	Unknown
1976-1317	NA	Double/triple_blind
2347-5625	NA	Unknown
0210-6124	NA	Double/triple_blind
1326-0200	NA	Unknown
0004-9530	NA	Double/triple_blind
1406-099X	NA	Double/triple_blind
0165-0505	NA	Double/triple_blind
0212-9426	NA	Double/triple_blind
2214-8450	NA	Double/triple_blind
1516-4446	NA	Unknown
0102-311X	NA	Unknown
1130-5274	NA	Unknown
0010-440X	NA	Unknown
0886-7356	NA	Double/triple_blind
0011-5258	NA	Unknown
1435-9871	NA	Double/triple_blind
1878-9293	NA	Unknown
1330-0288	NA	Double/triple_blind
1139-613X	NA	Unknown
1176-3647	NA	Double/triple_blind
1682-3206	NA	Unknown
0212-4521	NA	Double/triple_blind
1342-078X	NA	Unknown
1890-3991	NA	Double/triple_blind
2195-4194	NA	Double/triple_blind
2444-8834	NA	Double/triple_blind
1867-0717	NA	Double/triple_blind
0920-1297	NA	Double/triple_blind
0213-9111	NA	Double/triple_blind
0351-0271	NA	Double/triple_blind
1744-1692	NA	Double/triple_blind
1369-6513	NA	Double/triple_blind
2328-8604	NA	Unknown
0121-1617	NA	Double/triple_blind
2190-5010	NA	Unknown
1074-4827	NA	Unknown
1139-7241	NA	Unknown
0730-9295	NA	Double/triple_blind
1756-8692	NA	Double/triple_blind
1991-3761	NA	Double/triple_blind
1661-8556	NA	Double/triple_blind
1748-2623	NA	Double/triple_blind
1648-715X	NA	Double/triple_blind
0187-358X	NA	Double/triple_blind
2251-6085	NA	Double/triple_blind
1068-5502	NA	Double/triple_blind
1514-0326	NA	Double/triple_blind
1611-1699	NA	Double/triple_blind
2193-3677	NA	Unknown
1804-171X	NA	Double/triple_blind
1868-1034	NA	Double/triple_blind
2210-6006	NA	Unknown
2047-2978	NA	Unknown
2161-7201	NA	Unknown
1682-3141	NA	Double/triple_blind
2329-9460	NA	Double/triple_blind
1536-5050	NA	Double/triple_blind
1331-1441	NA	Double/triple_blind
1866-9808	NA	Double/triple_blind
1684-4904	NA	Unknown
0024-3949	NA	Double/triple_blind
1846-5412	NA	Double/triple_blind
0104-754X	NA	Double/triple_blind
0027-7738	NA	Unknown
1463-6778	NA	Double/triple_blind
1382-2373	NA	Double/triple_blind
0966-7903	NA	Unknown
1452-595X	NA	Double/triple_blind
1405-7425	NA	Double/triple_blind
0165-0645	NA	Double/triple_blind
0188-7653	NA	Double/triple_blind
1231-1413	NA	Double/triple_blind
1135-755X	NA	Unknown
0102-7972	NA	Unknown
0211-2159	NA	Unknown
0214-9915	NA	Double/triple_blind
0048-5705	NA	Double/triple_blind
0033-2879	NA	Double/triple_blind
1132-0559	NA	Unknown
1759-7323	NA	Unknown
0034-7590	NA	Double/triple_blind
1806-4892	NA	Double/triple_blind
1330-2965	NA	Double/triple_blind
0034-7329	NA	Double/triple_blind
1138-4891	NA	Double/triple_blind
1576-0162	NA	Double/triple_blind
0123-885X	NA	Double/triple_blind
0034-8910	NA	Unknown
0210-0614	NA	Double/triple_blind
1135-5727	NA	Unknown
0034-9712	NA	Unknown
1020-4989	NA	Double/triple_blind
0035-1121	NA	Double/triple_blind
1138-2783	NA	Double/triple_blind
2377-8253	NA	Unknown
2093-7911	NA	Double/triple_blind
1729-0376	NA	Double/triple_blind
1669-2381	NA	Double/triple_blind
0036-3634	NA	Double/triple_blind
0104-1290	NA	Double/triple_blind
0355-3140	NA	Double/triple_blind
1869-4187	NA	Unknown
0214-9141	NA	Double/triple_blind
0155-977X	NA	Double/triple_blind
0964-0282	NA	Double/triple_blind
1749-5016	NA	Unknown
0038-0342	NA	Double/triple_blind
2078-5585	NA	Double/triple_blind
0256-0100	NA	Double/triple_blind
1608-9685	NA	Double/triple_blind
0039-3320	NA	Double/triple_blind
2083-5205	NA	Double/triple_blind
2029-4913	NA	Double/triple_blind
0103-2070	NA	Unknown
0040-716X	NA	Double/triple_blind
0082-5638	NA	Double/triple_blind
1406-0922	NA	Double/triple_blind
0103-3786	NA	Double/triple_blind
1842-2845	NA	Double/triple_blind
0041-3011	NA	Unknown
0721-9067	NA	Double/triple_blind
0044-586X	NA	NA
0044-5967	NA	Unknown
1672-9145	NA	Unknown
0120-548X	NA	Unknown
0102-3306	NA	Unknown
0365-0588	NA	Unknown
1318-0207	NA	Unknown
0102-8650	NA	Unknown
0353-9466	NA	Unknown
0001-5555	NA	Unknown
1827-9635	NA	Double/triple_blind
0137-1592	NA	Unknown
0870-399X	NA	Unknown
1745-3674	NA	Unknown
1017-995X	NA	Double/triple_blind
0392-100X	NA	Double/triple_blind
0567-7920	NA	Unknown
1806-2563	NA	Unknown
0001-6977	NA	Double/triple_blind
1217-8837	NA	Unknown
1280-8571	NA	Unknown
2162-3945	NA	Unknown
1536-1365	NA	Unknown
0079-4252	NA	Double/triple_blind
1687-7969	NA	Unknown
1687-8086	NA	Unknown
1899-5276	NA	Double/triple_blind
1687-8108	NA	Unknown
1582-7445	NA	Double/triple_blind
1687-9120	NA	Unknown
1687-8132	NA	Unknown
2191-9496	NA	Unknown
1680-8584	NA	Unknown
1021-3589	NA	Double/triple_blind
1681-5556	NA	Unknown
1368-5538	NA	Unknown
1459-6067	NA	Unknown
2090-4479	NA	Double/triple_blind
0972-8600	NA	Double/triple_blind
1110-0168	NA	Unknown
2313-1691	NA	Unknown
1323-8930	NA	Unknown
1533-3175	NA	Unknown
0001-3765	NA	Unknown
1224-1784	NA	Unknown
0211-1322	NA	Double/triple_blind
1695-4033	NA	Double/triple_blind
2210-7177	NA	Unknown
2149-2263	NA	Double/triple_blind
0003-3219	NA	Double/triple_blind
1751-7311	NA	Unknown
1578-665X	NA	Unknown
2765-0189	NA	Unknown
2160-6056	NA	Unknown
0962-7286	NA	Unknown
0294-1449	NA	Unknown
0992-7689	NA	Unknown
0021-2571	NA	Unknown
0365-0812	NA	Unknown
0570-1783	NA	Unknown
1844-8135	NA	Double/triple_blind
1593-5213	NA	Unknown
1665-2681	NA	Double/triple_blind
0785-3890	NA	Unknown
1082-720X	NA	Unknown
1341-1098	NA	Unknown
1817-1737	NA	Double/triple_blind
0883-9514	NA	Unknown
1176-2322	NA	Unknown
2190-5487	NA	Unknown
1869-215X	NA	Unknown
1353-5773	NA	Unknown
1355-557X	NA	Unknown
0990-7440	NA	Unknown
2709-8028	NA	Unknown
1878-5352	NA	Unknown
1472-3646	NA	Unknown
0003-9438	NA	Unknown
0137-5075	NA	Unknown
0354-4664	NA	Unknown
2083-4772	NA	Double/triple_blind
0373-2029	NA	Double/triple_blind
1734-1922	NA	Double/triple_blind
0325-0075	NA	Double/triple_blind
0004-0622	NA	Double/triple_blind
1523-0430	NA	Unknown
1551-7004	NA	Unknown
0102-0935	NA	Unknown
0066-782X	NA	Unknown
0004-282X	NA	Unknown
1872-9312	NA	Unknown
1478-6354	NA	Unknown
2169-1401	NA	Unknown
1015-9584	NA	Double/triple_blind
0004-6256	NA	Double/triple_blind
0212-6567	NA	Double/triple_blind
1680-7316	NA	Unknown
1867-1381	NA	Unknown
1322-7130	NA	Unknown
0891-6934	NA	Unknown
0005-1144	NA	Unknown
1311-0160	NA	Unknown
1822-427X	NA	Double/triple_blind
1028-2092	NA	Double/triple_blind
1439-1791	NA	Unknown
0953-4180	NA	Unknown
1330-0962	NA	Double/triple_blind
2165-5979	NA	Unknown
1726-4170	NA	Unknown
2228-5652	NA	Unknown
1565-3633	NA	Unknown
0716-9760	NA	Unknown
0860-021X	NA	Double/triple_blind
0120-4157	NA	Unknown
2319-4170	NA	Double/triple_blind
1213-8118	NA	Unknown
0144-8463	NA	Unknown
0736-6205	NA	Double/triple_blind
1310-2818	NA	Unknown
2352-3727	NA	Double/triple_blind
